Country,GDP Per Capita,Total GDP,Developing Country,Developing Country Binary,,Tests Performed,Test.per.pop,Tests Per Thousand,,Alcoholic Beverages_fat,Animal Products_fat,Animal fats_fat,"Aquatic Products, Other_fat",Cereals_fat,Eggs_fat,Fish.Seafood_fat,Fruits_fat,Meat_fat,Miscellaneous_fat,Milk_fat,Offals_fat,Oilcrops_fat,Pulses_fat,Spices_fat,Starchy Roots_fat,Stimulants_fat,Sugar Crops_fat,Sugar.Sweeteners_fat,Treenuts_fat,Vegetal Products_fat,Vegetable Oils_fat,Vegetables_fat,,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population,,Mortality Rate,,Alcoholic Beverages_kcal,Animal Products_kcal,Animal fats_kcal,"Aquatic Products, Other_kcal",Cereals _kcal,Eggs_kcal,Fish.Seafood_kcal,Fruits_kcal,Meat_kcal,Milk_kcal,Miscellaneous_kcal,Offals_kcal,Oilcrops_kcal,Pulses_kcal,Spices_kcal,Starchy Roots_kcal,Stimulants_kcal,Sugar Crops_kcal,Sugar.Sweeteners_kcal,Treenuts_kcal,Vegetal Products_kcal,Vegetable Oils_kcal,Vegetables_kcal,,Alcoholic Beverages_kg,Animal fats_kg,Animal Products_kg,"Aquatic Products, Other_kg",Cereals_kg,Eggs_kg,Fish.Seafood_kg,Fruits_kg,Meat_kg,Milk_kg,Miscellaneous_kg,Offals_kg,Oilcrops_kg,Pulses_kg,Spices_kg,Starchy Roots_kg,Stimulants_kg,Sugar.Sweeteners_kg,Sugar Crops_kg,Treenuts_kg,Vegetable Oils_kg,Vegetables_kg,Vegetal Products_kg,,Alcoholic Beverages_protein,Animal Products_protein,Animal fats_protein,"Aquatic Products, Other_protein",Cereals_protein,Eggs_protein,Fish.Seafood_protein,Fruits_protein,Meat_protein,Milk_protein,Offals_protein,Oilcrops_protein,Pulses_protein,Spices_protein,Starchy Roots_protein,Stimulants_protein,Sugar Crops_protein,Sugar.Sweeteners_protein,Treenuts_protein,Vegetal Products_protein,Vegetable Oils_protein,Vegetables_protein,Miscellaneous_protein
Nepal,1.03,"29,040.40",Y,1,,14096,0.000492712,0.492712084,,0,12.1853,3.3076,0,7.1664,0.4361,0.1563,0.5513,2.7069,0.0082,5.4139,0.1563,0.4525,0.5513,1.1437,0.1975,0.2468,0.1892,0,0.5019,37.8147,26.2136,0.6006,,3.8,8.7,0.000286623,0,5.59E-05,0.000230697,28609000,,0,,0.1395,3.767,0.6278,0,30.7115,0.1395,0.0872,1.4475,0.872,1.9358,0.0174,0.1046,0.1221,1.9881,0.9069,2.7206,0.0698,0.593,0.9069,0.1744,46.2156,4.918,1.5347,,0.3318,0.0312,5.4355,0,18.1511,0.1435,0.205,4.7443,0.9817,3.9212,0.0594,0.1536,0.0594,0.9107,0.4195,6.0521,0.0319,0.547,3.0677,0.0978,0.8209,9.277,44.5576,,0.0407,8.5877,0.0271,0,28.0559,0.3934,0.5698,0.6105,3.1407,3.7648,0.6919,0.1628,5.0943,1.1328,2.4556,0.1018,0.0814,0.0068,0.156,41.4055,0.0068,3.4866,0.0271
Netherlands,53.02,"913,658.47",N,0,,,0,0,,0,30.1494,6.6484,0,1.2702,1.4787,0.7451,0.3475,10.8567,0,10.3934,0.027,0.3591,0.0309,0.1235,0.0849,0.0541,0,0,1.498,19.8525,15.8449,0.2355,,23.1,0.5,0.238165561,0.029910586,0.000801846,0.20745313,17335000,,12.55873662,,2.2164,16.5307,2.3549,0,11.4822,0.8465,0.7234,2.6936,5.7411,6.7877,0,0.0616,0.1847,0.2309,0.1693,2.2626,0.1231,0,6.5877,0.6772,33.477,5.5872,1.2621,,4.3903,0.3343,24.2977,0.0111,4.9685,0.747,1.1517,4.923,4.0105,18.0051,0,0.0397,0.1111,0.0852,0.064,4.2639,0.2904,2.3446,0,0.1587,0.8485,3.2587,25.6959,,0.3823,32.7073,0.0573,0.0048,10.9008,2.1075,3.264,0.9319,13.3333,13.7921,0.1481,0.1864,0.4731,0.1625,1.6487,0.3393,0,0.0048,0.5926,17.2903,0.043,1.6296,0
New Zealand,41.95,"204,923.92",N,0,,168023,0.03378705,33.78705007,,0,34.1264,13.9753,0,1.3271,1.2111,0.6485,0.3049,13.9409,0,4.2948,0.0601,2.0228,0.0773,0.0859,0.0687,0.0945,0,0,1.3357,15.8736,10.2689,0.2835,,32,0.6,0.029921577,0.00042228,0.0264629,0.003036397,4973000,,1.411290323,,1.6474,15.1117,4.562,0,14.4781,0.6336,0.6653,1.6632,6.8747,2.2968,0,0.095,0.8871,0.5227,0.1109,1.5524,0.1267,0,8.8706,0.5544,34.8804,3.3581,1.1088,,5.222,0.7446,17.5777,0.017,7.7522,0.7067,1.6771,4.0202,6.8421,7.4627,0,0.1275,0.3296,0.2414,0.0495,3.3719,0.2374,3.8188,0.0109,0.1499,0.5364,6.6889,32.4155,,0.3023,28.5384,0.1539,0.0165,14.1043,1.6765,3.6498,0.6651,18.0949,4.4303,0.5222,1.2917,1.1983,0.1154,1.1763,0.3463,0.0055,0.0055,0.5497,21.4533,0.011,1.693,0
Nicaragua,2.03,"13,117.85",Y,1,,,0,0,,0,17.9935,2.3309,0,9.2369,1.008,0.4174,0.1339,7.6069,0.1102,6.5123,0.1102,1.9214,0.4646,0.0079,0.1024,0.4252,0,0,0.0315,32.0104,19.3952,0.1811,,21.8,17,0.000244424,7.64E-05,0.000106936,6.11E-05,6546000,,31.25,,0.6658,6.3344,0.5136,0,25.0904,0.3614,0.2283,1.2174,2.4729,2.6441,0.2663,0.1141,0.5707,2.3778,0,0.856,0.1141,0,7.8181,0,43.6751,4.1469,0.5326,,1.7194,0.0836,13.1538,0.003,16.8052,0.549,0.6557,3.8377,3.1044,8.5527,0.6658,0.2055,0.3354,1.3618,0.006,1.9118,0.005,5.7021,0,0.003,0.9227,3.5808,36.8356,,0.0907,16.6679,0.0302,0,23.8869,1.1188,1.217,0.4158,7.5894,5.9264,0.7786,0.9902,6.1607,0.0076,0.4611,0.0832,0,0,0.0076,33.3359,0.0076,0.8542,0.3704
Niger,0.414,"9,290.94",Y,1,,,0,0,,0,10.9769,2.6573,0,12.436,0.058,0.1353,0.2416,3.6332,0.0097,4.3193,0.1836,13.4216,1.4398,0.3479,0.0483,0.029,0,0,0,39.0279,10.5904,0.4445,,4.7,16.5,0.003273133,0.000163013,0.002329372,0.000780747,23311000,,4.98034076,,0.0194,3.4122,0.4847,0,31.0585,0.0194,0.0775,0.8337,1.0857,1.6479,0.0194,0.1163,3.2571,6.3009,0.1357,0.6979,0.0194,0,0.6786,0,46.5878,1.8806,1.6673,,0.0558,0.1185,7.2385,0,22.2843,0.0239,0.2022,2.5503,1.2702,5.4224,0.0687,0.2022,1.4804,3.4838,0.0807,1.3489,0.0349,0.3666,0,0,0.3975,10.6117,42.7585,,0.0061,7.6195,0.0244,0,22.2968,0.0427,0.3602,0.2686,3.1321,3.474,0.5922,4.1028,13.1876,0.1587,0.2625,0.0549,0,0,0,42.3774,0,2.0209,0.0183
Nigeria,2.03,"397,269.62",Y,1,,21208,0.000105531,0.105531339,,0,5.0182,0.8078,0,7.1082,0.5755,0.5957,0.3433,2.4838,0.0101,0.4645,0.0909,4.3922,0.4241,0.4746,1.2621,0.0404,0,0,0.2322,44.9818,30.1494,0.5452,,7.8,13.4,0.001467925,4.88E-05,0.000239346,0.001179813,200964000,,3.322033898,,1.2178,1.6237,0.1421,0,21.5953,0.1624,0.345,1.441,0.6901,0.2233,0.0203,0.0406,1.2381,1.9687,0.4059,12.259,0.0203,0,1.6034,0.1827,48.3864,5.3379,1.096,,4.0037,0.0151,1.7391,0,10.922,0.1976,0.7239,4.4268,0.5675,0.173,0.0437,0.0627,0.4763,0.8311,0.1715,19.5271,0.0064,0.6501,0,0.0841,0.8573,6.2627,48.2585,,0.456,6.3757,0.0089,0,24.4299,0.6349,2.3786,0.7154,2.4323,0.5991,0.3219,3.0135,5.723,0.5097,5.9734,0.0179,0,0,0.2236,43.6287,0,2.5306,0.0268
North Macedonia,6.08,"12,672.13",N,0,,,0,0,,0,19.642,7.1263,0,1.9013,0.7305,0.2371,0.4112,6.5409,0.0435,4.8476,0.15,2.0174,0.1355,0.4886,0.0774,1.7078,0,0,1.1708,30.3628,21.6642,0.745,,23.9,3.2,0.073435996,0.004138595,0.048748797,0.020548604,2078000,,5.635648755,,0.9837,9.4365,2.1841,0,16.6889,0.3501,0.1834,2.1507,2.9843,3.5178,0.1334,0.1834,0.8003,0.7836,0.3334,1.8673,0.7669,0,6.3021,0.4335,40.5802,6.6022,2.7342,,1.9045,0.3784,12.0639,0,7.3937,0.2847,0.3507,5.0893,2.0683,8.8045,0.2959,0.1773,0.3253,0.2847,0.1288,3.6779,0.2474,2.9104,0,0.1796,0.9505,14.5512,37.933,,0.2603,20.409,0.0558,0,17.4032,1.0226,0.9854,0.9173,8.3173,9.0796,0.9482,1.159,1.8903,0.4648,1.6362,0.9049,0,0,0.3967,29.5941,0.0248,4.3694,0.1611
Norway,81.7,"434,166.62",N,0,,188236,0.035217212,35.21721235,,0,27.2211,6.4445,0,1.9601,1.0645,1.5545,0.4055,10.6992,0.3244,7.4043,0.0541,1.7032,0.0912,0.0473,0.0473,1.6796,0,0,0.8888,22.7806,15.4642,0.1656,,25,0.8,0.148830683,0.004022451,0.00059869,0.144209542,5345000,,2.702702703,,1.7142,15.5904,2.5713,0,14.0092,0.665,1.5516,1.862,5.6746,5.0392,1.1822,0.0739,0.8867,0.8275,0.0591,1.4334,0.9901,0,4.1673,0.4286,34.4318,5.9997,0.8423,,3.7939,0.6119,21.1992,5.00E-04,5.9777,0.6194,2.7466,4.2801,3.6083,13.5227,3.6634,0.0893,0.3113,0.3204,0.0235,2.8097,0.4819,2.2652,0,0.099,0.8697,3.9131,28.7933,,0.3223,29.2815,0.3132,0,11.9831,1.6431,6.7042,0.6763,10.4943,9.7681,0.3586,1.1075,1.6704,0.0545,1.044,1.0894,0,0,0.3677,20.7208,0.1135,1.1983,1.0894
Oman,16.42,"79,276.72",N,0,,,0,0,,0,23.6146,2.3712,0,3.7744,1.4422,0.929,0.7926,9.0171,0.0325,9.6407,0.2144,1.1174,0.1689,0.7276,0.039,1.0979,0,0,0.6107,26.3821,17.4495,0.5782,,22.9,6.8,0.058253461,0.00027689,0.01827476,0.03970181,4695000,,0.475319927,,0.0853,10.0478,0.5629,0,19.7544,0.5288,0.7847,6.8918,3.3095,4.7083,0.1024,0.1365,0.3241,0.6482,0.5118,0.8188,0.3753,0,4.5036,0.1876,39.9522,4.06,1.7059,,0.2621,0.0571,13.5101,0,9.6835,0.5741,2.0105,9.787,3.0531,7.6265,0.0423,0.1888,0.1338,0.2776,0.2297,1.6984,0.1395,2.5903,0.0077,0.0521,0.6995,10.8902,36.486,,0.0294,24.7856,0.0294,0,16.4454,1.4155,4.5695,2.4257,9.462,8.6221,0.6872,0.2819,1.439,0.5697,0.6402,0.3759,0,0,0.1762,25.2203,0.0059,2.6724,0.1468
Pakistan,1.48,"314,588.21",Y,1,,232582,0.001073959,1.073959319,,0,24.8245,8.9701,0,4.2124,0.6203,0.0818,0.1227,3.4967,0.0068,11.5125,0.1431,1.0906,0.2726,0.2249,0.0341,0.0204,0.0613,0,0.1909,25.1789,18.8603,0.075,,7.8,20.3,0.010181239,0.000237342,0.002678642,0.007265255,216565000,,2.331171482,,0,11.474,2.514,0,23.3348,0.2793,0.0645,0.6446,1.5471,6.9618,0.0215,0.1289,0.6446,1.3537,0.2793,0.7091,0.1289,0.2793,5.2213,0.1289,38.5045,5.2858,0.4942,,0.0085,0.0969,22.2758,0.0011,14.6224,0.3577,0.1831,2.4099,1.7957,19.6466,0.0117,0.1969,0.3577,0.6993,0.1618,1.8202,0.5258,2.6707,1.7915,0.0852,0.3417,2.2173,27.7226,,0,21.0264,0.0604,0,20.8679,0.7472,0.4151,0.2868,4.483,14.6868,0.634,2.3547,2.9509,0.4075,0.566,0.3019,0.0377,0.0226,0.1057,28.9736,0.1132,0.9358,0.0226
Panama,15.58,"65,055.10",Y,1,,38014,0.009010192,9.010191989,,0,25.9557,9.1864,0,3.8355,0.8991,0.8614,0.5722,9.1046,0.132,5.7281,0.1823,1.4273,0.1509,0.0377,0.0566,1.0375,0,0,0.4339,24.0317,16.2412,0.1258,,22.5,10,0.178312396,0.004977483,0.019506992,0.153827921,4219000,,2.791439585,,1.8134,10.7042,2.3063,0,21.2852,0.3873,0.5986,2.3944,3.9613,3.257,0.3697,0.1937,0.6514,0.8803,0.0352,0.6866,0.3521,0,6.1972,0.1408,39.2958,4.0317,0.4577,,6.6254,0.2467,12.3346,0.0031,14.2627,0.4604,1.005,6.6783,4.98,5.353,0.7431,0.2873,0.4589,0.4129,0.0153,1.3758,0.1195,4.2277,0,0.036,0.7645,1.948,37.6619,,0.4278,26.5459,0.1006,0.0063,16.5629,1.0316,3.1075,0.9058,13.7447,7.3725,1.1889,1.3776,2.0759,0.0315,0.4466,0.3208,0,0.0126,0.1258,23.4447,0.0315,0.6605,0.4781
Paraguay,5.82,"40,496.95",Y,1,,12497,0.001746367,1.746366685,,0,19.8084,3.8811,0,4.9807,1.5622,0.1742,0.3974,10.2335,0.0272,3.7069,0.2558,2.0576,0.2123,0.0218,0.5552,0.5334,0,0,0.0163,30.1889,21.2672,0.1198,,19,10.7,0.006022918,0.000139743,0.001886529,0.003996646,7156000,,2.320185615,,1.8252,9.3813,1.1863,0,15.8241,0.7848,0.146,1.1316,4.5811,2.3362,0.0913,0.3285,0.8213,1.4054,0.0183,7.1181,0.4745,0,5.0192,0,40.6279,6.2968,0.6023,,3.9095,0.2191,11.2654,0,7.5639,0.9035,0.3119,5.4532,4.0434,5.3208,0.1788,0.4675,0.2745,0.6185,0.0082,12.5302,1.0112,2.4084,0,0.0015,1.0733,3.7113,38.726,,0.4165,23.353,0.1458,0,15.4044,2.2839,0.8678,0.6178,13.2107,4.665,2.1798,1.201,3.5196,0.0347,1.8813,2.5824,0,0,0.0069,26.6435,0.0069,0.8469,0.1319
Peru,6.94,"222,044.97",Y,1,,448020,0.014097102,14.09710204,,0,18.0402,1.1055,0,5.5879,2.1206,1.9497,1.6382,6.8241,0.0302,5.608,0.4322,2.5628,0.603,0.0704,0.6834,0.4523,0,0,0.2312,31.9598,19.6482,0.4523,,19.1,9.7,0.161067934,0.004543595,0.04849753,0.108026808,31781000,,2.820918557,,1.5529,5.7963,0.1806,0,21.2893,0.5778,0.8848,3.485,2.0224,1.8599,0.0542,0.2709,0.7584,1.4987,0.0361,6.7895,0.1806,0,4.2615,0.0542,44.2037,3.1239,1.1195,,3.8623,0.0316,8.6638,0.0014,11.814,0.6431,1.7993,8.5783,1.754,4.0729,0.0719,0.3629,0.2458,0.6367,0.0172,8.7924,0.2501,1.7339,0,0.023,0.5066,4.8044,41.3344,,0.2423,18.8205,0.0064,0,18.8078,1.5493,4.6541,0.7013,7.6251,3.4173,1.5684,1.7469,3.685,0.0446,3.634,0.5802,0,0,0.0446,31.1763,0.0128,1.6066,0.0765
Philippines,3.1,"330,910.34",Y,1,,131490,0.001216182,1.216182469,,0,29.7607,7.3714,0,3.4748,1.0544,1.6045,0.7243,18.887,0.0275,0.5684,0.2751,2.2371,0.055,0.0642,0.22,0.3576,0,0.0183,0.7701,20.2439,11.9281,0.3576,,6,13.3,0.008956963,0.000589177,0.001302293,0.007065494,108117000,,6.577860388,,1.0845,7.7225,1.3837,0,28.5153,0.2992,0.9723,2.6178,4.4503,0.4301,0.0374,0.187,0.5423,0.2244,0.0748,1.6268,0.2244,0,4.0763,0.187,42.2775,2.1503,0.9162,,1.9716,0.3074,6.7108,0,20.0498,0.3527,2.4506,8.5466,3.2257,0.1045,0.1925,0.2717,0.5425,0.1106,0.034,2.8773,0.5399,2.3774,0,0.1838,0.4119,5.4481,43.2905,,0.1914,20.5089,0.3191,0,23.277,1.0211,6.6369,1.2763,9.6682,1.6273,1.2444,0.694,0.6063,0.0798,0.6142,0.4068,0,0.0319,0.2632,29.4911,0,1.9863,0.0558
Poland,15.42,"585,663.81",N,0,,410468,0.010689271,10.68927083,,0,32.746,12.3719,0,1.6183,0.7141,0.4851,0.2057,13.3072,0,5.86,0.0078,0.4967,0.031,0.0427,0.1087,0.0737,0,0,0.4385,17.254,13.9747,0.2639,,25.6,1.5,0.037580729,0.001864583,0.011145833,0.024570313,38400000,,4.961541127,,2.8507,14.6079,4.1413,0,16.0545,0.3687,0.5106,1.0637,6.3537,3.2194,0,0.0142,0.2127,0.2695,0.0425,2.6521,0.0851,0,6.2544,0.1702,35.3992,4.5242,1.2055,,6.8201,0.9842,16.559,0,7.9033,0.3702,0.5845,3.0079,4.85,9.7542,0,0.017,0.0798,0.1099,0.0202,5.5631,0.1509,2.4775,0,0.0476,0.3959,6.8655,33.439,,0.7325,26.8833,0.5045,0,16.5268,1.0235,2.6777,0.4657,15.7313,6.8785,0.0728,0.2619,0.5918,0.0534,2.1635,0.3056,0,0,0.1601,23.1142,0.0631,1.79,0
Portugal,23.41,"240,674.52",N,0,,501886,0.048873892,48.8738923,,0,26.4556,9.5983,0,2.1808,0.7993,1.0267,0.2825,10.3459,0.0138,4.5442,0.1378,0.4203,0.0689,0.0413,0.0586,1.354,0,0,0.7648,23.5444,18.0803,0.2825,,23.2,1.12,0.250287272,0.010458662,0.016973415,0.222855195,10269000,,4.178663139,,3.065,15.4111,3.6379,0,13.9072,0.4726,1.3606,2.3203,5.9439,3.8098,0.043,0.1862,0.1862,0.4583,0.043,1.7617,0.7161,0,3.6236,0.401,34.5889,6.6457,1.4179,,4.7147,0.4077,18.6614,5.00E-04,6.2984,0.4053,2.7295,6.5126,4.5168,10.3936,0.1393,0.2079,0.0965,0.1618,0.0173,3.106,0.2684,1.7316,0,0.2319,0.7246,7.3366,31.3374,,0.2926,31.7568,0.3581,0,11.8389,1.166,6.7383,0.8385,14.695,7.8606,0.9389,0.1528,0.8472,0.0437,1.2402,0.6201,0,0.0044,0.3275,18.241,0.0393,1.9564,0.0437
Republic of Moldova,0,,N,0,,,0,0,,0,26.5244,6.8551,0,2.557,1.5517,0.6921,0.2987,9.7764,0.0656,7.5326,0.1238,0.2841,0.0291,0.0146,0.0874,0.8305,0,0,0.1093,23.472,18.8388,0.357,,20.1,0,0.123144228,0.003838555,0.043578888,0.075726785,3543000,,3.117121247,,2.0672,12.299,1.7958,0,21.3823,0.6264,0.4803,1.1485,3.6542,5.5753,0.167,0.167,0.0835,0.1462,0.0209,1.754,0.3132,0,4.6356,0.0418,37.6905,4.7818,1.1693,,3.8296,0.4339,16.5343,0,11.6462,0.6795,0.991,3.4256,3.2622,10.9992,0.5083,0.1694,0.0616,0.0642,0.0068,3.9066,0.083,2.6632,0,0.018,0.825,6.4285,33.464,,0.3236,24.3154,0.2052,0,20.4719,1.8388,2.557,0.513,9.9676,9.0285,0.7182,0.1026,0.363,0.0158,1.5784,0.2525,0,0,0.0316,25.6886,0.0158,1.8073,0.2052
Romania,12.3,"239,552.52",Y,1,,217139,0.011215278,11.21527814,,0,27.4359,6.8987,0,2.5519,1.5914,0.1994,0.293,7.9894,0.0366,10.6349,0.1221,0.5495,0.0407,0.4965,0.1099,0.8506,0,0,0.6797,22.56,16.512,0.4477,,24.5,1.76,0.071468416,0.004343784,0.028170033,0.038954599,19361000,,6.077907061,,2.1141,13.1527,2.1708,0,17.849,0.7946,0.1703,1.7877,3.7741,6.101,0.1135,0.1419,0.2128,0.2838,0.3263,2.5965,0.3831,0,4.0153,0.2554,36.8473,5.0936,1.8161,,4.7679,0.3474,15.9287,0,8.0412,0.6848,0.2844,4.2115,3.0499,11.4018,0.2567,0.1594,0.0974,0.1045,0.1274,4.713,0.1398,1.4126,0,0.1093,0.7301,9.3641,34.0679,,0.5856,24.4846,0.0656,0,17.4756,2.0943,0.7871,0.6559,9.8154,10.9445,0.7777,0.253,0.595,0.417,2.0287,0.417,0,0.0141,0.1921,25.5201,0.0187,2.7314,0.1265
Russian Federation,11.29,"1,657,554.65",Y,1,,4633731,0.031579768,31.57976842,,0,27.936,7.2,0,1.6511,1.9603,0.9415,0.2138,10.8433,0.0091,6.8453,0.1455,0.7823,0.0546,0.0273,0.141,0.4184,0,0,0.1274,22.064,18.3753,0.2638,,25.7,0.29,0.105887645,0.000988884,0.01353838,0.091360381,146731000,,0.933899723,,2.0381,12.7641,2.1273,0,16.7361,0.9075,0.6992,1.1306,4.8349,4.0167,0.0298,0.1785,0.2827,0.357,0.0298,3.0646,0.2083,0,6.8432,0.0446,37.2359,5.3109,1.1604,,3.7425,0.2486,16.1525,0.0023,8.2803,0.9029,1.1312,3.162,4.318,9.3253,0.0118,0.2249,0.1319,0.1426,0.0118,6.3194,0.1809,4.6144,0,0.0118,0.8663,6.3713,33.8472,,0.3436,27.3905,0.0834,0,16.2085,2.3071,3.2496,0.4123,12.6006,8.1632,0.9817,0.3682,0.7559,0.0344,2.4102,0.3534,0,0.0049,0.0393,22.6095,0.0245,1.615,0.0442
Rwanda,0.7729,"9,508.72",Y,1,,37315,0.002955175,2.955175418,,0,11.0727,1.0364,0,4.8545,0.1636,0.6364,9.6727,5.2182,0.0182,3.7818,0.2364,3.6545,2.6909,0.0545,2.1636,0.0545,0,0,0.0182,38.9091,15.5091,0.2545,,4.8,36.8,0.002066999,0,0.00102162,0.001045379,12627000,,0,,0.858,2.3707,0.1129,0,9.4378,0.0226,0.3161,8.8056,0.9257,0.8806,0.0226,0.0903,0.7902,7.5638,0.0452,16.5049,0.0226,0,1.4224,0,47.6406,1.6934,0.4741,,1.3631,0.0186,2.6366,0,3.538,0.0269,0.5279,15.7285,0.6257,1.3521,0.0283,0.0855,0.2233,2.5036,0.0179,20.4415,0.011,0.5782,0,0,0.2109,2.7193,47.3634,,0.5486,7.3852,0.0084,0,9.2421,0.0928,2.1185,3.8656,3.0047,1.6796,0.4895,2.0594,18.2478,0.0675,7.6384,0.0506,0,0,0,42.6148,0,0.8693,0.0169
Sao Tome and Principe,2,422.3,Y,1,,,0,0,,0,7.3284,0.6241,0,2.9864,0.1074,1.4361,1.2013,4.1809,0.0537,0.9731,0.0134,20.7704,0.1342,0.0336,0.1544,0.0738,0,0,0.0268,42.6616,17.1666,0.0738,,10.6,7,0.084466019,0.001456311,0.001941748,0.081067961,206000,,1.724137931,,0.7034,3.6409,0.1862,0,18.5974,0.0414,1.1585,8.854,1.6343,0.6206,0.1448,0.0207,6.6198,0.7447,0.0621,2.379,0.0207,0,3.2685,0,46.3591,4.6752,0.2689,,1.5187,0.022,4.1199,0,7.3796,0.0562,2.3033,18.2736,1.2054,0.5152,0.424,0.0187,9.9865,0.3109,0.0293,3.7154,0.0073,2.5939,0,0.0024,0.7805,0.857,45.8801,,0.0672,15.2065,0.0576,0,22.1614,0.1921,8.3285,4.6494,4.9952,1.5178,0.1153,3.1412,2.2094,0.0576,1.6523,0.0288,0,0,0.0096,34.7935,0.0192,0.586,0.2113
Saudi Arabia,23.34,"786,521.83",N,0,,389659,0.011387545,11.38754457,,0,15.3954,2.6475,0,5.2126,0.9019,0.4122,0.4219,6.9243,0.0873,4.4125,0.097,0.6207,0.1794,0.48,0.0291,1.251,0,0,0.7128,34.607,25.4182,0.1891,,35,7.1,0.088406687,0.000584488,0.015871763,0.071950435,34218000,,0.661135169,,0,7.59,0.7825,0,23.4585,0.4069,0.3286,3.2707,3.349,2.6448,0.2973,0.0782,0.2347,0.7825,0.4069,0.5321,0.5008,0,4.6479,0.266,42.41,7.2457,0.7668,,0,0.3917,12.9962,0,16.3284,0.6003,1.0369,7.0413,4.9529,5.8598,0.669,0.1547,0.1492,0.4768,0.2434,1.4542,0.205,2.8571,9.00E-04,0.1135,1.7626,5.7024,37.0038,,0,21.1377,0.1371,0,22.5827,1.1194,1.7362,1.2279,11.3199,6.3967,0.4284,0.2741,1.8276,0.4112,0.3141,0.4512,0,0,0.2799,28.8594,0.0057,1.0966,0.3941
Senegal,1.52,"24,129.60",Y,1,,17470,0.001072042,1.072042219,,0,6.104,0.7876,0,5.7374,0.258,0.7129,0.0815,3.2319,0.0068,0.9845,0.1222,3.9041,0.1222,0.1697,0.0543,0.2037,0,0,0.387,43.9028,33.0391,0.1901,,7.4,11.3,0.008155376,6.75E-05,0.002884143,0.005203731,16296000,,0.827689992,,0.0766,2.7565,0.1914,0,30.5896,0.1149,0.5934,0.4594,1.2634,0.4786,0.0191,0.0957,1.2825,0.7466,0.1149,1.1485,0.0957,0,3.2351,0.1149,47.2435,8.2312,1.1485,,0.3209,0.0353,5.3434,0,25.9204,0.1878,2.0588,2.3456,1.6081,1.2496,0.0148,0.206,0.7637,0.4712,0.0717,2.6177,0.1161,2.0941,0,0.1047,1.9325,7.8951,44.6423,,0.0247,10.7308,0.0165,0,31.8542,0.3877,4.19,0.2309,4.3632,1.0805,0.7011,2.3095,2.095,0.1567,0.6186,0.2062,0,0,0.1485,39.2692,0.0165,1.5589,0.0412
Serbia,7.25,"50,597.29",Y,1,,117474,0.016914903,16.91490281,,0,33.0354,4.0698,0,2.1213,1.5195,0.3396,0.578,18.1385,0.006,8.7594,0.2145,1.1262,0.0775,0.0834,0.0596,1.5016,0,0,0.9355,16.9646,10.1061,0.3635,,23.5,5.7,0.139337653,0.00287977,0.024809215,0.111648668,6945000,,2.066756226,,2.5678,13.1419,1.1056,0,20.0428,0.6419,0.2318,2.1041,6.2946,4.6541,0.0178,0.214,0.3923,0.4458,0.0535,1.2482,0.5884,0,5.2247,0.2853,36.8581,2.6748,1.2126,,4.392,0.2524,16.7466,0,9.7485,0.6322,0.4148,5.9753,3.5893,11.619,0.0067,0.2389,0.1322,0.1805,0.0242,2.545,0.243,2.0255,7.00E-04,0.1268,0.4644,7.3941,33.2476,,0.4242,24.2531,0.0545,0,19.2473,1.6847,1.1272,0.8666,10.9024,9.4722,1.006,0.5394,0.9878,0.0667,0.9999,0.5697,0,0.0061,0.2242,25.75,0.0364,1.7575,0.0242
Sierra Leone,0.534,"4,085.11",Y,1,,,0,0,,0,5.9931,0.1678,0,3.2063,0.2983,1.2117,0.261,2.0412,0.0373,2.1996,0.0746,4.856,0.466,0.2889,0.4474,0.0746,0,0,0.0559,44.0022,34.0479,0.2703,,7.5,25.6,0.002547037,0.000140791,0.000550365,0.001855881,7813000,,5.527638191,,0.1021,2.6128,0.0408,0,27.5362,0.1021,0.8777,0.8573,0.6736,0.8777,0.0816,0.0612,1.2656,1.7759,0.1225,7.0831,0.0408,0,1.0206,0.2041,47.377,6.5932,0.694,,0.3009,0.0067,5.6877,0,19.9349,0.1343,2.5044,3.2119,0.7837,2.1711,0.2504,0.0857,0.5999,0.8913,0.0638,12.4228,0.0762,0.6323,0,0.1,1.276,4.5526,44.3138,,0.0359,11.9253,0,0,24.7486,0.3592,6.5733,0.449,2.694,1.9037,0.3951,2.3527,5.0916,0.1976,2.9813,0.1437,0,0,0.2335,38.0747,0.009,1.7241,0.1078
